Date,Time,Site,Data ID,Unit ID,User ID,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,SAL-PSU,pH,ORP mV,FNU,TSS mg/L,Chl ug/L,Chl RFU,PC ug/L,PC RFU,DEP m,ALT m,Lat,Lon
10/30/2024,11:37:17AM,,test,,TNL,11.3,766.5,98.3,10.75,87.7,64.8,0.04,7.38,137.6,,,3.45,0.94,1.17,1.21,0,46,44.39495,-69.67103
10/30/2024,11:37:20AM,,test,,TNL,11.3,766.5,97.2,10.64,87.8,64.8,0.04,7.39,137.4,,,3.65,0.99,0.92,0.96,0,45.7,44.39495,-69.67102
10/30/2024,11:37:23AM,,test,,TNL,11.3,766.4,96.1,10.53,87.8,64.8,0.04,7.39,137.2,,,3.65,0.99,0.68,0.72,0,45.3,44.39495,-69.67102
10/30/2024,11:37:26AM,,test,,TNL,11.3,766.5,95.2,10.43,87.8,64.7,0.04,7.39,136.9,,,3.62,0.98,0.52,0.57,0.009,45.4,44.39495,-69.67101
10/30/2024,11:37:29AM,,test,,TNL,11.3,766.4,94.4,10.35,87.7,64.7,0.04,7.39,136.7,,,3.62,0.98,0.53,0.58,0.021,45,44.39495,-69.67101
10/30/2024,11:37:32AM,,test,,TNL,11.2,766.4,93.7,10.28,87.7,64.7,0.04,7.39,136.5,,,3.71,1.01,0.53,0.57,0.054,45.4,44.39495,-69.67101
10/30/2024,11:37:35AM,,test,,TNL,11.2,766.5,93.2,10.21,87.7,64.6,0.04,7.39,136.1,,,3.79,1.03,0.53,0.57,0.465,45.4,44.39494,-69.67101
10/30/2024,11:37:38AM,,test,,TNL,11.2,766.5,92.6,10.15,87.7,64.6,0.04,7.39,135.6,,,3.79,1.03,0.51,0.56,0.448,45.1,44.39494,-69.67101
10/30/2024,11:37:41AM,,test,,TNL,11.2,766.4,92.1,10.1,87.7,64.6,0.04,7.39,135.3,,,3.79,1.03,0.51,0.56,0.658,45.1,44.39494,-69.67102
10/30/2024,11:37:44AM,,test,,TNL,11.2,766.3,91.6,10.05,87.7,64.6,0.04,7.39,135,,,3.93,1.07,0.5,0.55,0.796,45.2,44.39494,-69.67102
10/30/2024,11:37:47AM,,test,,TNL,11.2,766.4,91.2,10.01,87.8,64.6,0.04,7.38,134.8,,,3.85,1.05,0.47,0.52,0.867,45.5,44.39494,-69.67102
10/30/2024,11:37:50AM,,test,,TNL,11.2,766.5,90.8,9.97,87.8,64.6,0.04,7.38,134.6,,,4.09,1.11,0.48,0.52,0.923,45.5,44.39493,-69.67101
10/30/2024,11:37:53AM,,test,,TNL,11.1,766.5,90.5,9.94,87.8,64.5,0.04,7.38,134.4,,,5.55,1.51,0.48,0.52,0.996,45.8,44.39493,-69.67101
10/30/2024,11:37:56AM,,test,,TNL,11.1,766.5,90.2,9.92,87.8,64.5,0.04,7.37,134.2,,,15.11,4.13,0.5,0.55,1.831,45.9,44.39493,-69.67101
10/30/2024,11:37:59AM,,test,,TNL,11.1,766.4,90.1,9.91,87.8,64.4,0.04,7.37,134,,,12.76,3.49,0.73,0.77,1.78,45.7,44.39493,-69.67101
10/30/2024,11:38:02AM,,test,,TNL,11.1,766.5,90,9.9,87.8,64.4,0.04,7.37,133.8,,,23.4,6.4,1.3,1.34,1.839,45.5,44.39493,-69.67101
10/30/2024,11:38:05AM,,test,,TNL,11.1,766.5,89.9,9.9,87.8,64.4,0.04,7.37,133.6,,,16.37,4.48,1.99,2.02,1.849,45.5,44.39492,-69.67101
10/30/2024,11:38:08AM,,test,,TNL,11.1,766.5,89.8,9.89,87.8,64.4,0.04,7.36,133.4,,,17.36,4.75,2.55,2.57,1.848,45.4,44.39492,-69.67101
10/30/2024,11:38:11AM,,test,,TNL,11.1,766.5,89.7,9.87,87.8,64.4,0.04,7.36,133.3,,,7.35,2.01,2.93,2.94,1.842,44.6,44.39492,-69.67101
10/30/2024,11:38:14AM,,test,,TNL,11.1,766.5,89.5,9.85,87.8,64.4,0.04,7.36,133.2,,,5.04,1.37,3.11,3.12,1.808,44.1,44.39492,-69.67101
10/30/2024,11:38:17AM,,test,,TNL,11.1,766.5,89.3,9.83,87.8,64.4,0.04,7.36,133.1,,,2.7,0.73,2.91,2.93,1.222,44.3,44.39492,-69.67101
10/30/2024,11:38:20AM,,test,,TNL,11.1,766.5,89.2,9.82,87.8,64.4,0.04,7.36,133.1,,,2.74,0.74,0.41,0.45,0.815,44.3,44.39491,-69.67101
10/30/2024,11:38:23AM,,test,,TNL,11.1,766.6,89.2,9.81,87.8,64.5,0.04,7.36,133.2,,,3.84,1.04,0.47,0.52,0.727,44.4,44.39491,-69.67101
10/30/2024,11:38:26AM,,test,,TNL,11.1,766.5,89.2,9.81,87.8,64.5,0.04,7.35,133.2,,,3.78,1.03,0.52,0.56,0.615,44.3,44.39491,-69.671
10/30/2024,11:38:29AM,,test,,TNL,11.2,766.5,89.2,9.8,87.8,64.6,0.04,7.35,133.2,,,3.78,1.03,0.53,0.58,0.551,43.8,44.39491,-69.671
10/30/2024,11:38:32AM,,test,,TNL,11.2,766.5,89.2,9.79,87.7,64.6,0.04,7.35,133.3,,,3.67,1,0.54,0.59,0.446,43.5,44.39491,-69.671
10/30/2024,11:38:35AM,,test,,TNL,11.2,766.5,89.1,9.77,87.6,64.6,0.04,7.34,133.3,,,3.51,0.95,0.53,0.58,0.362,43.4,44.3949,-69.671
10/30/2024,11:38:38AM,,test,,TNL,11.2,766.5,89,9.76,49.3,36.3,0.02,7.34,133.3,,,3.42,0.93,0.54,0.58,0.312,43,44.3949,-69.671
10/30/2024,11:40:41AM,,test,,TNL,11.3,766.5,93,10.17,87.6,64.7,0.04,7.23,139.4,,,4.17,1.13,0.82,0.86,0.003,41.9,44.3954,-69.67022
10/30/2024,11:40:44AM,,test,,TNL,11.3,766.6,92.8,10.15,87.6,64.7,0.04,7.24,139.1,,,4.25,1.16,0.64,0.68,0.004,42.6,44.39541,-69.6702
10/30/2024,11:40:47AM,,test,,TNL,11.3,766.5,92.6,10.14,87.6,64.7,0.04,7.26,138.7,,,4.5,1.22,0.66,0.71,0.031,43.2,44.39541,-69.6702
10/30/2024,11:40:50AM,,test,,TNL,11.3,766.5,92.5,10.12,87.6,64.7,0.04,7.27,138.1,,,4.67,1.27,0.67,0.71,0.059,43.3,44.39542,-69.67019
10/30/2024,11:40:53AM,,test,,TNL,11.3,766.5,92.3,10.1,87.6,64.7,0.04,7.28,137.6,,,4.81,1.31,0.67,0.71,0.1,42.5,44.39542,-69.67019
10/30/2024,11:40:56AM,,test,,TNL,11.3,766.5,92,10.07,87.6,64.7,0.04,7.28,137.2,,,4.66,1.27,0.66,0.71,0.878,42.3,44.39542,-69.67019
10/30/2024,11:40:59AM,,test,,TNL,11.3,766.5,91.8,10.05,87.7,64.7,0.04,7.29,136.8,,,4.59,1.25,0.66,0.7,1.02,41.7,44.39543,-69.6702
10/30/2024,11:41:02AM,,test,,TNL,11.3,766.5,91.5,10.02,87.7,64.7,0.04,7.29,136.5,,,4.69,1.28,0.64,0.68,1.296,41.3,44.39543,-69.6702
10/30/2024,11:41:05AM,,test,,TNL,11.2,766.5,91.1,9.99,87.7,64.6,0.04,7.29,136.3,,,4.57,1.24,0.61,0.65,1.446,41.6,44.39543,-69.67019
10/30/2024,11:41:08AM,,test,,TNL,11.1,766.5,90.8,9.97,87.7,64.5,0.04,7.29,136.1,,,4.65,1.27,0.58,0.63,1.551,41.8,44.39543,-69.67019
10/30/2024,11:41:11AM,,test,,TNL,11.1,766.5,90.4,9.95,87.7,64.4,0.04,7.29,135.9,,,4.3,1.17,0.57,0.61,2.439,41.5,44.39544,-69.67019
10/30/2024,11:41:14AM,,test,,TNL,11,766.5,90.1,9.93,87.8,64.3,0.04,7.29,135.8,,,4.19,1.14,0.57,0.62,2.429,41.1,44.39544,-69.67019
10/30/2024,11:41:17AM,,test,,TNL,10.9,766.5,89.8,9.92,87.8,64.2,0.04,7.29,135.8,,,4.11,1.12,0.56,0.6,2.439,40.7,44.39544,-69.67019
10/30/2024,11:41:20AM,,test,,TNL,10.9,766.5,89.7,9.9,87.8,64.2,0.04,7.29,135.7,,,4.16,1.13,0.54,0.58,2.469,39.9,44.39544,-69.6702
10/30/2024,11:41:23AM,,test,,TNL,10.9,766.5,89.5,9.89,87.8,64.2,0.04,7.28,135.6,,,4.82,1.31,0.53,0.57,2.505,39.9,44.39544,-69.67019
10/30/2024,11:41:26AM,,test,,TNL,10.9,766.6,89.4,9.87,87.8,64.2,0.04,7.28,135.6,,,5.19,1.41,0.53,0.58,2.603,39.8,44.39545,-69.67019
10/30/2024,11:41:29AM,,test,,TNL,10.9,766.5,89.3,9.86,87.8,64.2,0.04,7.28,135.6,,,4.74,1.29,0.55,0.59,2.664,39.3,44.39545,-69.67019
10/30/2024,11:41:32AM,,test,,TNL,10.9,766.5,89.1,9.85,87.9,64.2,0.04,7.17,135.8,,,32.66,8.93,1.22,1.25,2.753,38.5,44.39545,-69.67019
10/30/2024,11:41:35AM,,test,,TNL,10.9,766.5,89,9.84,88.2,64.5,0.04,7.1,136.5,,,50.07,13.7,2.44,2.46,2.835,37.9,44.39545,-69.67019
10/30/2024,11:41:38AM,,test,,TNL,10.9,766.5,88.9,9.82,88.5,64.7,0.04,7.07,137.3,,,47.77,13.07,7.46,7.42,2.902,37.3,44.39545,-69.67019
10/30/2024,11:41:41AM,,test,,TNL,10.9,766.5,88.8,9.81,88.8,65,0.04,7.06,138.1,,,51.18,14.01,6.45,6.42,2.954,37.3,44.39545,-69.67019
10/30/2024,11:41:44AM,,test,,TNL,10.9,766.5,88.7,9.79,89.2,65.2,0.04,7.04,139.1,,,51.08,13.98,6.87,6.84,2.995,37.6,44.39545,-69.67018
10/30/2024,11:41:47AM,,test,,TNL,10.9,766.5,88.6,9.78,89.2,65.3,0.04,7.03,140.1,,,53.71,14.7,7.29,7.26,3.026,38.3,44.39545,-69.67018
10/30/2024,11:41:50AM,,test,,TNL,11,766.5,88.5,9.76,89.2,65.3,0.04,7.02,141.2,,,55.07,15.07,11.58,11.5,3.055,38.5,44.39545,-69.67017
10/30/2024,11:41:53AM,,test,,TNL,11,766.5,88.4,9.75,89.2,65.3,0.04,7.01,142.3,,,3.54,0.96,2.67,2.69,3.103,38.6,44.39545,-69.67017
10/30/2024,11:41:56AM,,test,,TNL,11,766.5,88.3,9.74,89.2,65.2,0.04,6.99,142.5,,,48.52,13.28,2.47,2.49,3.163,38.7,44.39546,-69.67017
10/30/2024,11:41:59AM,,test,,TNL,11,766.5,88.1,9.73,89,65.1,0.04,6.98,126.1,,,5.1,1.39,3.61,3.62,3.189,39,44.39546,-69.67017
10/30/2024,11:42:02AM,,test,,TNL,10.9,766.5,87.9,9.71,88.7,64.9,0.04,6.97,123.7,,,4.73,1.29,1.73,1.77,2.414,38.9,44.39546,-69.67017
10/30/2024,11:42:05AM,,test,,TNL,10.9,766.5,87.8,9.69,88.4,64.7,0.04,6.97,123.3,,,3.99,1.08,0.97,1.01,2.315,39,44.39546,-69.67016
10/30/2024,11:42:08AM,,test,,TNL,10.9,766.5,87.7,9.69,88.1,64.4,0.04,6.97,123.5,,,5.06,1.38,0.75,0.79,1.96,39.1,44.39547,-69.67016
10/30/2024,11:42:11AM,,test,,TNL,10.9,766.5,87.7,9.69,87.9,64.3,0.04,6.98,123.9,,,5.12,1.39,0.71,0.75,1.829,39,44.39547,-69.67016
10/30/2024,11:42:14AM,,test,,TNL,10.9,766.5,87.9,9.7,87.8,64.2,0.04,7,124.2,,,3.93,1.07,0.7,0.75,1.656,38.8,44.39547,-69.67016
10/30/2024,11:42:17AM,,test,,TNL,11,766.5,88.1,9.73,87.7,64.2,0.04,7.01,124.5,,,3.92,1.06,0.69,0.74,1.54,38.8,44.39547,-69.67015
10/30/2024,11:42:20AM,,test,,TNL,11,766.5,88.5,9.75,87.7,64.3,0.04,7.03,124.8,,,4.57,1.24,0.64,0.68,0.682,39,44.39547,-69.67015
10/30/2024,11:42:23AM,,test,,TNL,11.1,766.5,88.8,9.77,87.7,64.4,0.04,7.05,125.1,,,4.79,1.3,0.6,0.65,0.457,39,44.39547,-69.67015
10/30/2024,11:42:26AM,,test,,TNL,11.2,766.5,89.1,9.79,87.6,64.5,0.04,7.06,125.6,,,3.88,1.05,0.62,0.67,0.329,38.9,44.39547,-69.67015
10/30/2024,11:42:29AM,,test,,TNL,11.2,766.6,89.4,9.8,87.6,64.6,0.04,7.08,126.1,,,4.91,1.34,0.63,0.67,0.227,38.9,44.39547,-69.67014
10/30/2024,11:42:32AM,,test,,TNL,11.3,766.5,89.6,9.81,87.6,64.6,0.04,7.09,126.6,,,4.74,1.29,0.63,0.67,0.168,38.8,44.39546,-69.67014
10/30/2024,11:44:27AM,,test,,TNL,11.5,766.6,93.9,10.22,87.3,64.8,0.04,7.04,133.9,,,3.69,1,1.92,1.95,0,39.2,44.39716,-69.66842
10/30/2024,11:44:30AM,,test,,TNL,11.4,766.5,93.4,10.19,87.6,64.8,0.04,7.05,133.7,,,4.19,1.14,1.58,1.61,0,38.8,44.39717,-69.66842
10/30/2024,11:44:33AM,,test,,TNL,11.4,766.5,93,10.17,87.6,64.8,0.04,7.07,133.5,,,4.38,1.19,1.1,1.13,0.006,39,44.39717,-69.66841
10/30/2024,11:44:36AM,,test,,TNL,11.4,766.5,92.6,10.13,87.7,64.8,0.04,7.08,133.2,,,4.55,1.24,0.66,0.71,0.033,40.2,44.39717,-69.6684
10/30/2024,11:44:39AM,,test,,TNL,11.3,766.6,92.3,10.1,87.7,64.8,0.04,7.09,133,,,4.72,1.28,0.65,0.69,0.712,41.7,44.39718,-69.6684
10/30/2024,11:44:42AM,,test,,TNL,11.3,766.5,92.1,10.07,87.7,64.8,0.04,7.11,132.7,,,4.38,1.19,0.65,0.69,0.845,42.3,44.39719,-69.6684
10/30/2024,11:44:45AM,,test,,TNL,11.3,766.5,91.8,10.04,87.7,64.8,0.04,7.12,132.3,,,4.58,1.25,0.65,0.7,1.245,42.4,44.39719,-69.66839
10/30/2024,11:44:48AM,,test,,TNL,11.3,766.6,91.5,10.01,87.7,64.7,0.04,7.13,131.9,,,2.88,0.78,0.63,0.68,1.432,42.4,44.3972,-69.66839
10/30/2024,11:44:51AM,,test,,TNL,11.3,766.5,91.2,10,87.7,64.6,0.04,7.13,131.5,,,3.86,1.05,0.61,0.66,1.571,42.2,44.3972,-69.66839
10/30/2024,11:44:54AM,,test,,TNL,11.2,766.5,90.9,9.97,87.7,64.6,0.04,7.14,131,,,4.1,1.11,0.6,0.65,2.483,41.8,44.39721,-69.66839
10/30/2024,11:44:57AM,,test,,TNL,11.2,766.5,90.7,9.96,87.7,64.5,0.04,7.15,130.7,,,4.29,1.17,0.58,0.63,2.711,41.4,44.39721,-69.66839
10/30/2024,11:45:00AM,,test,,TNL,11.1,766.5,90.4,9.94,87.7,64.5,0.04,7.15,130.4,,,3.97,1.08,0.58,0.63,2.812,41.7,44.39721,-69.66839
10/30/2024,11:45:03AM,,test,,TNL,11.1,766.5,90.2,9.92,87.7,64.4,0.04,7.16,130.1,,,4.57,1.24,0.57,0.62,2.931,41.7,44.39722,-69.66838
10/30/2024,11:45:06AM,,test,,TNL,11.1,766.5,90.1,9.92,87.7,64.4,0.04,7.16,130,,,4.65,1.26,0.57,0.61,3.032,42.2,44.39722,-69.66838
10/30/2024,11:45:09AM,,test,,TNL,11.1,766.5,90,9.91,87.7,64.4,0.04,7.16,129.8,,,4.27,1.16,0.59,0.63,3.893,42.5,44.39722,-69.66837
10/30/2024,11:45:12AM,,test,,TNL,11.1,766.6,90,9.91,87.7,64.3,0.04,7.17,129.6,,,4.5,1.22,0.61,0.65,3.826,42.4,44.39723,-69.66837
10/30/2024,11:45:15AM,,test,,TNL,11.1,766.5,90,9.91,87.7,64.3,0.04,7.17,129.5,,,5.12,1.39,0.61,0.65,4.039,42.9,44.39724,-69.66837
10/30/2024,11:45:18AM,,test,,TNL,11.1,766.5,90,9.91,87.7,64.3,0.04,7.17,129.4,,,5.08,1.38,0.61,0.66,4.107,43.4,44.39724,-69.66837
10/30/2024,11:45:21AM,,test,,TNL,11,766.5,89.9,9.9,87.7,64.3,0.04,7.17,129.3,,,4.94,1.34,0.6,0.65,4.238,43.7,44.39725,-69.66836
10/30/2024,11:45:24AM,,test,,TNL,11,766.6,89.9,9.9,87.7,64.3,0.04,7.18,129.1,,,4.92,1.34,0.61,0.66,5.429,43.9,44.39725,-69.66836
10/30/2024,11:45:27AM,,test,,TNL,11,766.6,89.7,9.89,87.7,64.2,0.04,7.18,129,,,4.87,1.32,0.62,0.66,5.368,44,44.39725,-69.66835
10/30/2024,11:45:30AM,,test,,TNL,10.9,766.6,89.5,9.89,87.7,64.1,0.04,7.18,128.8,,,4.29,1.17,0.62,0.66,5.733,43.8,44.39726,-69.66835
10/30/2024,11:45:33AM,,test,,TNL,10.8,766.5,89.4,9.9,87.8,63.9,0.04,7.19,128.6,,,4.39,1.19,0.61,0.65,5.763,43.7,44.39727,-69.66834
10/30/2024,11:45:36AM,,test,,TNL,10.7,766.7,89.3,9.91,87.8,63.8,0.04,7.19,128.5,,,3.77,1.02,0.6,0.65,5.909,43.4,44.39727,-69.66834
10/30/2024,11:45:39AM,,test,,TNL,10.6,766.5,89.3,9.93,87.8,63.6,0.04,7.2,128.3,,,5.29,1.44,0.59,0.64,6.75,43.1,44.39728,-69.66833
10/30/2024,11:45:42AM,,test,,TNL,10.6,766.5,89.4,9.95,87.8,63.6,0.04,7.2,128.1,,,5.17,1.41,0.58,0.62,6.71,43,44.39728,-69.66833
10/30/2024,11:45:45AM,,test,,TNL,10.6,766.5,89.4,9.96,87.8,63.5,0.04,7.2,128,,,4.92,1.34,0.57,0.61,6.738,43.3,44.39729,-69.66833
10/30/2024,11:45:48AM,,test,,TNL,10.6,766.5,89.5,9.97,87.8,63.5,0.04,7.2,127.9,,,4.86,1.32,0.58,0.62,7.064,43.2,44.39729,-69.66832
10/30/2024,11:45:51AM,,test,,TNL,10.5,766.5,89.5,9.97,87.8,63.5,0.04,7.21,127.8,,,3.33,0.9,0.58,0.62,7.238,43,44.39729,-69.66832
10/30/2024,11:45:54AM,,test,,TNL,10.5,766.5,89.5,9.97,87.8,63.5,0.04,7.21,127.6,,,3.7,1,0.59,0.63,8.036,42.7,44.3973,-69.66831
10/30/2024,11:45:57AM,,test,,TNL,10.5,766.5,89.4,9.97,87.8,63.5,0.04,7.21,127.4,,,3.05,0.83,0.58,0.62,8.028,43.5,44.3973,-69.6683
10/30/2024,11:46:00AM,,test,,TNL,10.5,766.5,89.4,9.96,87.8,63.5,0.04,7.22,127.2,,,4.06,1.1,0.58,0.63,8.166,43.5,44.3973,-69.6683
10/30/2024,11:46:03AM,,test,,TNL,10.5,766.5,89.3,9.95,87.8,63.5,0.04,7.22,127,,,5.24,1.43,0.57,0.61,9.209,42.9,44.3973,-69.6683
10/30/2024,11:46:06AM,,test,,TNL,10.5,766.5,89.2,9.95,87.8,63.5,0.04,7.22,126.9,,,4.76,1.3,0.56,0.6,9.075,42.8,44.39731,-69.66829
10/30/2024,11:46:09AM,,test,,TNL,10.5,766.5,89.1,9.93,87.8,63.5,0.04,7.22,126.8,,,4.45,1.21,0.53,0.58,9.26,42.4,44.39732,-69.66828
10/30/2024,11:46:12AM,,test,,TNL,10.5,766.5,89,9.92,87.8,63.5,0.04,7.22,126.8,,,5.35,1.46,0.54,0.59,9.417,42,44.39733,-69.66827
10/30/2024,11:46:15AM,,test,,TNL,10.5,766.5,88.7,9.89,87.9,63.5,0.04,7.22,112.6,,,7.02,1.91,0.71,0.76,9.556,41.7,44.39734,-69.66827
10/30/2024,11:46:18AM,,test,,TNL,10.5,766.5,88.3,9.86,88.3,63.8,0.04,7.08,88.2,,,0.66,0.17,1.01,1.05,9.647,41.4,44.39735,-69.66826
10/30/2024,11:46:21AM,,test,,TNL,10.5,766.5,84.5,9.42,88.6,64.1,0.04,6.93,54.1,,,8.68,2.37,1.77,1.81,9.663,41.9,44.39735,-69.66825
10/30/2024,11:46:24AM,,test,,TNL,10.5,766.6,84.4,9.42,88.8,64.2,0.04,6.91,53.1,,,0.97,0.26,2.3,2.32,9.667,41.8,44.39736,-69.66825
10/30/2024,11:46:27AM,,test,,TNL,10.5,766.5,84.4,9.42,89.1,64.4,0.04,6.7,-5.1,,,-0.16,-0.05,2.43,2.46,9.716,41.8,44.39736,-69.66826
10/30/2024,11:46:30AM,,test,,TNL,10.5,766.5,84.3,9.41,89.4,64.6,0.04,6.69,-11.9,,,-0.03,-0.02,2.64,2.66,9.768,41.5,44.39736,-69.66827
10/30/2024,11:46:33AM,,test,,TNL,10.5,766.5,84.2,9.4,89.2,64.5,0.04,6.68,-26.5,,,0.05,0.01,2.68,2.7,9.808,41.4,44.39736,-69.66827
10/30/2024,11:46:36AM,,test,,TNL,10.5,766.5,84.1,9.39,89.4,64.6,0.04,6.68,-31.5,,,0.1,0.02,2.41,2.43,9.836,41.3,44.39736,-69.66828
10/30/2024,11:46:39AM,,test,,TNL,10.5,766.5,83.9,9.37,89.6,64.8,0.04,6.68,-44.4,,,0.14,0.03,2.01,2.04,9.865,41.1,44.39737,-69.66828
10/30/2024,11:46:42AM,,test,,TNL,10.5,766.6,83.8,9.35,89.6,64.7,0.04,6.68,-49.2,,,0.19,0.04,1.77,1.8,9.888,41.1,44.39737,-69.66829
10/30/2024,11:46:45AM,,test,,TNL,10.5,766.5,83.6,9.33,89.5,64.7,0.04,6.69,-58.4,,,0.23,0.05,1.81,1.84,9.951,40.6,44.39737,-69.6683
10/30/2024,11:46:48AM,,test,,TNL,10.5,766.5,83.6,9.32,89.5,64.7,0.04,6.69,-64.3,,,0.22,0.05,1.83,1.86,10.004,40.3,44.39737,-69.6683
10/30/2024,11:46:51AM,,test,,TNL,10.5,766.5,83.5,9.31,89.4,64.7,0.04,6.69,-66.7,,,0.22,0.05,1.82,1.85,10.033,39.9,44.39738,-69.6683
10/30/2024,11:46:54AM,,test,,TNL,10.5,766.5,83.4,9.3,89.4,64.6,0.04,6.7,-69.7,,,0.22,0.05,1.81,1.84,10.056,39.3,44.39738,-69.6683
10/30/2024,11:46:57AM,,test,,TNL,10.5,766.5,83.2,9.29,89.4,64.6,0.04,6.7,-78.5,,,0.23,0.05,1.83,1.86,10.072,38.7,44.39738,-69.6683
10/30/2024,11:47:00AM,,test,,TNL,10.5,766.5,83.1,9.27,89.4,64.6,0.04,6.7,-80.6,,,0.24,0.06,1.83,1.86,10.111,38.3,44.39739,-69.6683
10/30/2024,11:47:03AM,,test,,TNL,10.5,766.5,83,9.26,89.3,64.6,0.04,6.71,-82.6,,,0.21,0.05,1.83,1.86,10.134,37.9,44.39739,-69.6683
10/30/2024,11:47:06AM,,test,,TNL,10.5,766.6,82.9,9.25,89.3,64.6,0.04,6.71,-84.3,,,0.23,0.06,1.84,1.87,10.137,37.9,44.3974,-69.6683
10/30/2024,11:47:09AM,,test,,TNL,10.5,766.5,82.8,9.24,89.3,64.6,0.04,6.71,-91.4,,,0.21,0.05,1.84,1.87,10.136,37.8,44.3974,-69.6683
10/30/2024,11:47:12AM,,test,,TNL,10.5,766.6,82.7,9.23,89.3,64.6,0.04,6.71,-93.5,,,0.23,0.05,1.85,1.87,10.137,37.9,44.39741,-69.6683
10/30/2024,11:47:15AM,,test,,TNL,10.5,766.5,82.7,9.22,89.3,64.5,0.04,6.71,-95,,,0.2,0.05,1.84,1.87,10.138,37.9,44.39742,-69.6683
10/30/2024,11:47:18AM,,test,,TNL,10.5,766.5,82.6,9.21,89.2,64.5,0.04,6.71,-96.3,,,0.15,0.03,1.83,1.86,10.138,37.9,44.39742,-69.66829
10/30/2024,11:47:21AM,,test,,TNL,10.5,766.5,82.5,9.2,89.2,64.5,0.04,6.71,-97.4,,,0.18,0.04,1.83,1.86,10.138,37.9,44.39743,-69.66829
10/30/2024,11:47:24AM,,test,,TNL,10.5,766.5,82.4,9.19,89.2,64.5,0.04,6.71,-98.6,,,0.18,0.04,1.83,1.86,10.138,38.1,44.39743,-69.66829
10/30/2024,11:47:27AM,,test,,TNL,10.5,766.6,82.3,9.18,89.2,64.5,0.04,6.7,-105.2,,,0.19,0.04,1.82,1.85,10.138,38.2,44.39744,-69.66829
10/30/2024,11:47:30AM,,test,,TNL,10.5,766.5,82.2,9.17,89.2,64.5,0.04,6.7,-106.6,,,0.2,0.05,1.82,1.85,10.138,37.8,44.39745,-69.66829
10/30/2024,11:47:33AM,,test,,TNL,10.5,766.5,82.1,9.15,89.2,64.5,0.04,6.7,-107.6,,,0.19,0.04,1.82,1.85,10.139,37.5,44.39745,-69.66829
10/30/2024,11:47:36AM,,test,,TNL,10.5,766.5,81.9,9.14,89.1,64.5,0.04,6.7,-108.4,,,0.16,0.04,1.83,1.86,10.138,36.9,44.39746,-69.6683
10/30/2024,11:47:39AM,,test,,TNL,10.5,766.5,81.8,9.12,89.1,64.5,0.04,6.7,-109.3,,,0.21,0.05,1.82,1.85,10.138,37.1,44.39746,-69.6683
10/30/2024,11:47:42AM,,test,,TNL,10.5,766.5,81.7,9.1,89.1,64.5,0.04,6.7,-110.1,,,0.2,0.05,1.83,1.85,10.138,37.2,44.39746,-69.6683
10/30/2024,11:47:45AM,,test,,TNL,10.5,766.5,81.5,9.09,89.1,64.5,0.04,6.71,-110.9,,,0.21,0.05,1.83,1.86,10.138,37.9,44.39747,-69.66829
10/30/2024,11:47:48AM,,test,,TNL,10.5,766.5,81.4,9.07,89,64.4,0.04,6.71,-118.2,,,1.11,0.3,2.01,2.03,10.14,38.4,44.39747,-69.66829
10/30/2024,11:47:51AM,,test,,TNL,10.5,766.5,81.2,9.05,89.5,64.7,0.04,6.72,-113.7,,,2.72,0.74,2.48,2.51,10.141,38.9,44.39748,-69.66829
10/30/2024,11:47:54AM,,test,,TNL,10.5,766.5,75.1,8.37,94.8,68.6,0.04,6.72,-112.6,,,2.98,0.81,2.56,2.58,10.141,39.1,44.39748,-69.66829
10/30/2024,11:47:57AM,,test,,TNL,10.6,766.5,66.6,7.42,156.3,113.2,0.07,6.72,-113.7,,,2.95,0.8,2.59,2.61,10.143,39.4,44.39748,-69.66828
10/30/2024,11:48:00AM,,test,,TNL,10.6,766.5,55.2,6.14,158.5,114.9,0.08,6.71,-114.9,,,0.52,0.13,2.59,2.62,10.146,39,44.39749,-69.66828
10/30/2024,11:48:03AM,,test,,TNL,10.7,766.6,50,5.56,157.9,114.7,0.07,6.71,-116,,,0.23,0.05,2.58,2.61,10.148,38.7,44.39749,-69.66828
10/30/2024,11:48:06AM,,test,,TNL,10.7,766.5,41.9,4.65,158.8,115.4,0.08,6.71,-123.7,,,0.24,0.06,2.51,2.53,10.15,39,44.39749,-69.66828
10/30/2024,11:48:09AM,,test,,TNL,10.7,766.5,38.2,4.24,160,116.3,0.08,6.71,-125,,,0.31,0.08,1.9,1.93,10.153,39.1,44.3975,-69.66828
10/30/2024,11:48:12AM,,test,,TNL,10.7,766.5,32.2,3.58,160.9,117,0.08,6.7,-126,,,0.32,0.08,1.82,1.85,10.155,39.8,44.3975,-69.66827
10/30/2024,11:48:15AM,,test,,TNL,10.7,766.5,29.4,3.27,162.8,118.4,0.08,6.7,-126.2,,,0.34,0.09,1.79,1.82,10.16,39.8,44.3975,-69.66827
10/30/2024,11:48:18AM,,test,,TNL,10.7,766.6,27.8,3.08,164.5,119.6,0.08,6.7,-126.5,,,0.33,0.08,1.76,1.8,10.162,40,44.3975,-69.66827
10/30/2024,11:48:21AM,,test,,TNL,10.7,766.5,26.5,2.94,166.4,121,0.08,6.71,-126.9,,,0.27,0.06,1.76,1.79,10.165,39.8,44.39751,-69.66827
