Date,Time,Site,Data ID,Unit ID,User ID,°C,mmHg,DO %,DO mg/L,SPC-uS/cm,C-uS/cm,SAL-PSU,pH,ORP mV,FNU,TSS mg/L,Chl ug/L,Chl RFU,PC ug/L,PC RFU,DEP m,ALT m,Lat,Lon
10/30/2024,12:04:27PM,,test,,TNL,10.6,766.3,90.3,10.04,88,63.9,0.04,6.78,-5.5,,,7.19,1.96,2.06,2.09,7.145,37.8,44.4081,-69.65591
10/30/2024,12:04:30PM,,test,,TNL,10.6,766.3,90.2,10.03,88.1,63.9,0.04,6.8,3.2,,,5.71,1.56,2.11,2.14,6.038,37.8,44.4081,-69.65591
10/30/2024,12:04:33PM,,test,,TNL,10.7,766.3,90.2,10.02,88.1,63.9,0.04,6.81,7.5,,,5.19,1.41,2.11,2.14,5.554,38,44.4081,-69.65593
10/30/2024,12:04:36PM,,test,,TNL,10.7,766.3,90.3,10.03,88,64,0.04,6.82,10.4,,,5.07,1.38,2,2.03,5.267,38.3,44.4081,-69.65595
10/30/2024,12:04:39PM,,test,,TNL,10.8,766.4,90.6,10.03,87.8,64,0.04,6.83,12.7,,,5.39,1.47,1.42,1.46,4.034,38.7,44.4081,-69.65596
10/30/2024,12:04:42PM,,test,,TNL,10.9,766.4,90.8,10.04,87.7,64.1,0.04,6.83,21,,,5.17,1.41,0.99,1.03,3.772,39,44.4081,-69.65597
10/30/2024,12:04:45PM,,test,,TNL,11,766.4,91.1,10.04,87.7,64.2,0.04,6.84,23,,,4.94,1.34,0.71,0.76,3.432,39.1,44.4081,-69.65598
10/30/2024,12:04:48PM,,test,,TNL,11.1,766.4,91.2,10.04,87.7,64.3,0.04,6.85,25.1,,,4.86,1.32,0.64,0.68,3.2,39.1,44.4081,-69.65598
10/30/2024,12:04:51PM,,test,,TNL,11.1,766.3,91.2,10.03,87.6,64.4,0.04,6.86,26.7,,,4.69,1.28,0.66,0.71,2.448,39.4,44.4081,-69.65599
10/30/2024,12:04:54PM,,test,,TNL,11.1,766.4,91.2,10.03,87.6,64.5,0.04,6.87,33.9,,,4.66,1.27,0.68,0.73,1.944,39.4,44.4081,-69.65599
10/30/2024,12:04:57PM,,test,,TNL,11.2,766.4,91.3,10.02,87.7,64.5,0.04,6.87,35.8,,,4.56,1.24,0.67,0.71,1.73,39.6,44.4081,-69.656
10/30/2024,12:05:00PM,,test,,TNL,11.2,766.3,91.3,10.02,87.7,64.5,0.04,6.87,37.4,,,5.36,1.46,0.66,0.7,0.59,40.2,44.4081,-69.656
10/30/2024,12:05:03PM,,test,,TNL,11.2,766.3,91.4,10.02,87.7,64.6,0.04,6.87,38.7,,,5.31,1.44,0.66,0.7,0.192,40.4,44.4081,-69.656
10/30/2024,12:05:06PM,,test,,TNL,11.2,766.3,91.4,10.03,87.7,64.6,0.04,6.87,39.9,,,5.16,1.4,0.66,0.7,0.039,40.7,44.4081,-69.65601
10/30/2024,12:08:06PM,,test,,TNL,11.3,766.2,95.9,10.49,87.2,64.4,0.04,6.88,80.9,,,1.96,0.53,1.2,1.24,0.002,40.1,44.41302,-69.65138
10/30/2024,12:08:09PM,,test,,TNL,11.2,766.4,95.7,10.49,87.4,64.4,0.04,6.89,80.5,,,3.31,0.9,1.08,1.12,0.009,40.5,44.41303,-69.65138
10/30/2024,12:08:12PM,,test,,TNL,11.2,766.4,95.4,10.47,87.5,64.4,0.04,6.9,80.3,,,4.01,1.09,0.97,1.01,0.029,40.5,44.41303,-69.65137
10/30/2024,12:08:15PM,,test,,TNL,11.1,766.2,94.9,10.43,87.6,64.4,0.04,6.91,80.1,,,4.18,1.14,0.8,0.85,0.058,40.7,44.41303,-69.65137
10/30/2024,12:08:18PM,,test,,TNL,11.1,766.2,94.5,10.39,87.6,64.4,0.04,6.92,79.9,,,4.52,1.23,0.67,0.71,0.698,40.6,44.41303,-69.65138
10/30/2024,12:08:21PM,,test,,TNL,11.1,766.3,94.1,10.35,87.6,64.4,0.04,6.92,79.7,,,5.01,1.36,0.63,0.68,1.471,40.3,44.41304,-69.65138
10/30/2024,12:08:24PM,,test,,TNL,11.1,766.2,93.8,10.31,87.6,64.4,0.04,6.93,79.4,,,4.88,1.33,0.65,0.69,1.615,40.1,44.41304,-69.65138
10/30/2024,12:08:27PM,,test,,TNL,11.1,766.3,93.6,10.29,87.6,64.4,0.04,6.94,79.2,,,4.93,1.34,0.66,0.7,1.904,40.4,44.41304,-69.65138
10/30/2024,12:08:30PM,,test,,TNL,11.1,766.3,93.3,10.26,87.6,64.4,0.04,6.95,78.7,,,8.53,2.33,0.67,0.71,3.01,40.4,44.41304,-69.65138
10/30/2024,12:08:33PM,,test,,TNL,11.1,766.3,93.1,10.24,87.6,64.4,0.04,6.97,78.3,,,6.35,1.73,0.67,0.71,3.071,40.4,44.41304,-69.65138
10/30/2024,12:08:36PM,,test,,TNL,11.1,766.2,93,10.22,87.6,64.4,0.04,6.98,77.9,,,5.37,1.46,0.68,0.72,3.818,40.5,44.41304,-69.65138
10/30/2024,12:08:39PM,,test,,TNL,11.1,766.3,92.8,10.21,87.6,64.4,0.04,6.99,77.5,,,4.13,1.12,0.69,0.73,3.808,40.6,44.41305,-69.65138
10/30/2024,12:08:42PM,,test,,TNL,11.1,766.3,92.7,10.19,87.6,64.4,0.04,7,77.2,,,3.44,0.93,0.69,0.73,3.895,40.6,44.41305,-69.65138
10/30/2024,12:08:45PM,,test,,TNL,11.1,766.2,92.6,10.18,87.6,64.4,0.04,7.01,77,,,4.52,1.23,0.7,0.74,4.122,40.7,44.41306,-69.65138
10/30/2024,12:08:48PM,,test,,TNL,11.1,766.3,92.4,10.16,87.6,64.4,0.04,7.02,76.8,,,4.66,1.27,0.68,0.72,4.259,40.8,44.41306,-69.65138
10/30/2024,12:08:51PM,,test,,TNL,11.1,766.3,92.3,10.15,87.6,64.4,0.04,7.03,76.7,,,4.72,1.29,0.67,0.71,5.078,41,44.41307,-69.65139
10/30/2024,12:08:54PM,,test,,TNL,11.1,766.3,92.2,10.14,87.6,64.4,0.04,7.03,76.6,,,4.77,1.3,0.65,0.7,5.214,41,44.41307,-69.65138
10/30/2024,12:08:57PM,,test,,TNL,11.1,766.3,92.1,10.12,87.7,64.4,0.04,6.91,56.8,,,13.3,3.63,1.25,1.29,5.582,40.8,44.41307,-69.65138
10/30/2024,12:09:00PM,,test,,TNL,11.1,766.3,91.9,10.1,87.8,64.5,0.04,6.88,-0.2,,,17.21,4.7,2.15,2.17,5.722,40.9,44.41308,-69.65138
10/30/2024,12:09:03PM,,test,,TNL,11.1,766.3,91.7,10.08,87.9,64.6,0.04,6.88,-37.5,,,23.39,6.4,6.21,6.19,5.791,40.8,44.41309,-69.65138
10/30/2024,12:09:06PM,,test,,TNL,11.1,766.3,91.4,10.05,87.9,64.6,0.04,6.88,-48.6,,,20.82,5.69,5.64,5.62,5.846,41.1,44.41309,-69.65138
10/30/2024,12:09:09PM,,test,,TNL,11.1,766.3,91.2,10.03,88,64.6,0.04,6.88,-59.9,,,19.75,5.4,6.17,6.15,5.881,41.2,44.4131,-69.65137
10/30/2024,12:09:12PM,,test,,TNL,11.1,766.4,91,10.01,87.9,64.6,0.04,6.87,-64.1,,,19.33,5.28,6.42,6.39,5.904,41.2,44.4131,-69.65137
10/30/2024,12:09:15PM,,test,,TNL,11.1,766.2,90.8,9.98,88.1,64.7,0.04,6.87,-65.6,,,3.78,1.03,5.58,5.57,5.908,41.7,44.41311,-69.65137
10/30/2024,12:09:18PM,,test,,TNL,11.1,766.2,80.5,8.85,88.5,65,0.04,6.88,-52.5,,,6.7,1.83,3.3,3.31,5.903,41.3,44.41311,-69.65137
10/30/2024,12:09:21PM,,test,,TNL,11.1,766.2,80.7,8.87,88.5,65,0.04,6.89,-45.1,,,4.26,1.16,2.78,2.8,5.845,41.4,44.41311,-69.65137
10/30/2024,12:09:24PM,,test,,TNL,11.1,766.2,81.6,8.97,88.5,65,0.04,6.99,-31.5,,,4.56,1.24,2.19,2.21,5.177,41.2,44.41311,-69.65138
10/30/2024,12:09:27PM,,test,,TNL,11.1,766.2,82.4,9.06,88.4,64.9,0.04,7,-26.5,,,4.78,1.3,1.87,1.9,5.194,41.1,44.4131,-69.65139
10/30/2024,12:09:30PM,,test,,TNL,11.1,766.2,83.2,9.15,87.8,64.5,0.04,7,-16.4,,,4.84,1.32,1.56,1.59,4.788,40.8,44.41309,-69.65141
10/30/2024,12:09:33PM,,test,,TNL,11.1,766.2,84.2,9.26,87.7,64.4,0.04,6.99,-10.9,,,4.86,1.32,1.37,1.4,4.549,40.5,44.41309,-69.65141
10/30/2024,12:09:36PM,,test,,TNL,11.1,766.2,85.5,9.4,87.7,64.4,0.04,6.99,-7.5,,,4.44,1.21,1.24,1.28,3.485,40.1,44.41309,-69.65142
10/30/2024,12:09:39PM,,test,,TNL,11.1,766.2,86.5,9.51,87.6,64.4,0.04,6.99,1,,,5.4,1.47,1.06,1.1,3.192,40.1,44.41309,-69.65143
10/30/2024,12:09:42PM,,test,,TNL,11.1,766.3,87.4,9.61,87.6,64.4,0.04,6.98,5.1,,,4.75,1.29,0.84,0.88,2.84,39.5,44.41309,-69.65144
10/30/2024,12:09:45PM,,test,,TNL,11.1,766.2,88,9.68,87.6,64.4,0.04,6.98,7.6,,,4.31,1.17,0.7,0.74,2.044,39.2,44.41309,-69.65144
10/30/2024,12:09:48PM,,test,,TNL,11.1,766.2,88.6,9.74,87.6,64.4,0.04,6.98,9.7,,,4.4,1.2,0.68,0.72,1.467,39.3,44.41309,-69.65144
10/30/2024,12:09:51PM,,test,,TNL,11.1,766.3,89,9.79,87.6,64.4,0.04,6.97,17.3,,,4.21,1.14,0.65,0.69,1.353,39.3,44.41309,-69.65145
10/30/2024,12:09:54PM,,test,,TNL,11.1,766.3,89.4,9.83,87.6,64.4,0.04,6.96,19.9,,,3.31,0.9,0.63,0.67,1.086,39.4,44.4131,-69.65145
10/30/2024,12:09:57PM,,test,,TNL,11.1,766.2,89.8,9.87,87.6,64.4,0.04,6.95,21.6,,,4.38,1.19,0.63,0.67,0.067,39.3,44.4131,-69.65145
10/30/2024,12:12:51PM,,test,,TNL,10.9,766.2,93.8,10.35,87,63.6,0.04,6.85,75.7,,,2.38,0.64,1.24,1.27,0,39.7,44.42005,-69.64861
10/30/2024,12:12:54PM,,test,,TNL,10.8,766.2,93.5,10.36,87.3,63.6,0.04,6.87,75.6,,,3.08,0.83,1.02,1.06,0,39.9,44.42007,-69.64861
10/30/2024,12:12:57PM,,test,,TNL,10.7,766.1,93.3,10.37,87.6,63.6,0.04,6.88,75.5,,,3.14,0.85,0.83,0.87,0,39.7,44.42009,-69.64861
10/30/2024,12:13:00PM,,test,,TNL,10.6,766.2,93.2,10.36,87.6,63.6,0.04,6.89,75.5,,,3.14,0.85,0.62,0.67,0,39.5,44.4201,-69.64861
10/30/2024,12:13:03PM,,test,,TNL,10.6,766.2,93.1,10.35,87.6,63.6,0.04,6.91,75.6,,,3.23,0.87,0.54,0.58,0,38.9,44.4201,-69.64861
10/30/2024,12:13:06PM,,test,,TNL,10.6,766.2,93.1,10.35,87.6,63.6,0.04,6.92,75.6,,,3.29,0.89,0.55,0.59,0.016,38.8,44.4201,-69.64861
10/30/2024,12:13:09PM,,test,,TNL,10.6,766.2,93,10.34,87.6,63.6,0.04,6.93,75.5,,,3.41,0.92,0.54,0.59,0.882,38.7,44.42011,-69.64862
10/30/2024,12:13:12PM,,test,,TNL,10.6,766.2,92.8,10.32,87.6,63.6,0.04,6.94,75.4,,,3.51,0.95,0.55,0.59,1.02,38.6,44.42011,-69.64862
10/30/2024,12:13:15PM,,test,,TNL,10.6,766.2,92.7,10.31,87.6,63.6,0.04,6.95,75.4,,,3.41,0.92,0.54,0.59,1.149,38.7,44.42012,-69.64862
10/30/2024,12:13:18PM,,test,,TNL,10.6,766.2,92.5,10.3,87.6,63.5,0.04,6.96,75.3,,,3.31,0.9,0.52,0.57,1.32,38.4,44.42012,-69.64862
10/30/2024,12:13:21PM,,test,,TNL,10.5,766.2,92.3,10.29,87.7,63.4,0.04,6.97,75.2,,,3.06,0.83,0.52,0.56,1.477,38.5,44.42013,-69.64862
10/30/2024,12:13:24PM,,test,,TNL,10.4,766.2,92.1,10.28,87.7,63.3,0.04,6.98,75,,,3.01,0.82,0.52,0.56,2.289,38.1,44.42014,-69.64862
10/30/2024,12:13:27PM,,test,,TNL,10.3,766.1,91.9,10.29,87.8,63.2,0.04,6.99,75,,,24.16,6.61,1.6,1.63,2.373,37.9,44.42014,-69.64862
10/30/2024,12:13:30PM,,test,,TNL,10.2,766.2,91.9,10.31,87.9,63.1,0.04,6.99,75.2,,,33.79,9.25,7.33,7.29,2.465,37.8,44.42015,-69.64862
10/30/2024,12:13:33PM,,test,,TNL,10.2,766.1,91.9,10.33,88,63.1,0.04,6.99,75.3,,,27.43,7.5,6.46,6.43,2.493,37.8,44.42016,-69.64862
10/30/2024,12:13:36PM,,test,,TNL,10.1,766,92,10.35,88.1,63.1,0.04,6.69,40.2,,,9.27,2.53,6.63,6.61,2.458,38,44.42016,-69.64862
10/30/2024,12:13:39PM,,test,,TNL,10.1,766.2,92,10.35,88.4,63.3,0.04,6.62,18.9,,,16.56,4.53,6.64,6.61,2.469,38.2,44.42017,-69.64862
10/30/2024,12:13:42PM,,test,,TNL,10.1,766.1,91.8,10.33,88.6,63.5,0.04,6.6,5,,,14.4,3.93,4.65,4.65,2.483,38.4,44.42016,-69.64863
10/30/2024,12:13:45PM,,test,,TNL,10.1,766.1,91.5,10.29,88.8,63.6,0.04,6.58,-0.6,,,10.73,2.93,6.16,6.14,2.49,38.6,44.42016,-69.64864
10/30/2024,12:13:48PM,,test,,TNL,10.1,766.2,91.1,10.25,88.9,63.6,0.04,6.58,-2.7,,,16.08,4.39,7.12,7.09,2.473,38.6,44.42016,-69.64864
10/30/2024,12:13:51PM,,test,,TNL,10.1,766.2,90.8,10.21,88.6,63.5,0.04,6.57,-1.5,,,7.19,1.96,3.11,3.12,2.438,38.7,44.42016,-69.64864
10/30/2024,12:13:54PM,,test,,TNL,10.1,766.1,90.7,10.2,88.4,63.3,0.04,6.59,8.6,,,6.41,1.75,2.74,2.76,2.393,38.8,44.42016,-69.64864
10/30/2024,12:13:57PM,,test,,TNL,10.1,766.1,90.7,10.21,88.2,63.1,0.04,6.72,11,,,5.07,1.38,2.42,2.44,2.336,38.9,44.42016,-69.64865
10/30/2024,12:14:00PM,,test,,TNL,10.1,766.1,90.9,10.23,87.9,62.9,0.04,6.73,13.2,,,4.21,1.14,1.8,1.83,1.302,39,44.42017,-69.64865
10/30/2024,12:14:03PM,,test,,TNL,10.2,766.1,91.2,10.26,87.9,63,0.04,6.74,20.6,,,3.92,1.06,1.46,1.49,1.249,39,44.42017,-69.64865
10/30/2024,12:14:06PM,,test,,TNL,10.2,766.1,91.6,10.29,87.8,63.1,0.04,6.75,23.7,,,3.65,0.99,1.21,1.24,0.938,39,44.42017,-69.64866
10/30/2024,12:14:09PM,,test,,TNL,10.3,766.1,92,10.31,87.7,63.1,0.04,6.76,25.4,,,3.43,0.93,1.08,1.12,0.777,38.9,44.42018,-69.64866
10/30/2024,12:14:12PM,,test,,TNL,10.4,766.1,92.3,10.32,87.7,63.3,0.04,6.77,27.1,,,3.36,0.91,1,1.04,0.603,38.7,44.42019,-69.64866
10/30/2024,12:16:08PM,,test,,TNL,10.4,766.1,100.2,11.21,18.3,13.2,0.01,6.88,61.9,,,0.2,0.05,1.33,1.37,0,40.1,44.42219,-69.64637
10/30/2024,12:16:11PM,,test,,TNL,10.3,766.1,99.7,11.16,87.7,63.1,0.04,6.89,61.9,,,0.67,0.17,1.17,1.21,0,40.2,44.4222,-69.64635
10/30/2024,12:16:14PM,,test,,TNL,10.3,766.1,98.9,11.1,87.9,63.1,0.04,6.89,62.2,,,1.08,0.29,0.99,1.03,0,40.7,44.4222,-69.64635
10/30/2024,12:16:17PM,,test,,TNL,10.2,766,98,11.01,88,63.1,0.04,6.9,62.5,,,1.21,0.32,0.82,0.86,0.009,40.7,44.42221,-69.64635
10/30/2024,12:16:20PM,,test,,TNL,10.2,766.1,97.1,10.92,88.1,63.1,0.04,6.9,62.8,,,1.18,0.31,0.57,0.62,0.044,40.7,44.42221,-69.64636
10/30/2024,12:16:23PM,,test,,TNL,10.1,766.1,96.2,10.82,88.1,63.1,0.04,6.91,63,,,1.15,0.31,0.42,0.47,1.083,40.8,44.42222,-69.64636
10/30/2024,12:16:26PM,,test,,TNL,10.1,766,95.5,10.76,88.2,63.1,0.04,6.91,63.2,,,1.1,0.29,0.39,0.44,1.055,40.6,44.42222,-69.64637
10/30/2024,12:16:29PM,,test,,TNL,10,766,94.8,10.7,88.2,63,0.04,6.92,63.5,,,1.18,0.31,0.41,0.46,1.183,41,44.42223,-69.64637
10/30/2024,12:16:32PM,,test,,TNL,9.9,766.2,94.3,10.66,88.3,62.9,0.04,6.92,63.9,,,2.65,0.72,0.61,0.65,1.295,41.4,44.42223,-69.64637
10/30/2024,12:16:35PM,,test,,TNL,9.8,766.1,93.9,10.63,88.4,62.8,0.04,6.93,64.5,,,3.64,0.99,0.72,0.76,1.303,41.5,44.42224,-69.64638
10/30/2024,12:16:38PM,,test,,TNL,9.8,766.1,93.6,10.61,88.4,62.7,0.04,6.94,65,,,4.17,1.13,0.82,0.86,1.279,41.4,44.42225,-69.64638
10/30/2024,12:16:41PM,,test,,TNL,9.8,766,93.5,10.61,88.4,62.7,0.04,6.94,65.5,,,2.15,0.58,0.84,0.88,1.22,41.2,44.42225,-69.64638
10/30/2024,12:16:44PM,,test,,TNL,9.8,766.1,93.5,10.6,88.3,62.7,0.04,6.95,66.1,,,1.43,0.38,0.84,0.88,1.164,41.3,44.42225,-69.64638
10/30/2024,12:16:47PM,,test,,TNL,9.9,766.1,93.6,10.59,88.3,62.8,0.04,6.95,66.7,,,1.43,0.38,0.83,0.87,1.102,41.4,44.42226,-69.64638
10/30/2024,12:16:50PM,,test,,TNL,10,766.1,93.6,10.58,88.2,62.9,0.04,6.95,67.3,,,1.46,0.39,0.66,0.71,1.028,41.3,44.42226,-69.64639
10/30/2024,12:16:53PM,,test,,TNL,10,766.1,93.6,10.56,88.2,63,0.04,6.95,68,,,1.51,0.4,0.54,0.59,0.084,41.1,44.42226,-69.64639
